ID,Make,Model,Year,Trim,Trim,Description,Price,Colors exterior,Colors interior,Image URL,Body type,Length (in),Width (in),Height (in),Wheelbase (in),Curb weight (lbs),Gross weight (lbs),Maximum payload (lbs),Maximum towing capacity (lbs),Cylinders,Engine size (l),Horsepower (HP),Horsepower (rpm),Torque (ft-lbs),Torque (rpm),Valves,Valve timing,Cam type,Drive type,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),Combined MPG,EPA mileage (mpg),Range (miles),Front head room (in),Front hip room (in),Front leg room (in),Front shoulder room (in),Rear head room (in),Rear hip room (in),Rear leg room (in),Rear shoulder room (in),Front track (in),Rear track (in),Ground clearance (in),Angle of approach (degrees),Angle of departure (degrees),Turning circle (ft),Drag coefficient (Cd),EPA interior volume (cu ft),Cargo capacity (cu ft),Maximum cargo capacity (cu ft),Basic,Drivetrain,Roadside,Rust,Free maintenance,Hybrid component,EV battery,Front seats,Rear seats,Power features,Instrumentation,Convenience,Comfort,Memorized settings,In car entertainment,Telematics,Roof and glass,Body,Truck features,Tires and wheels,Doors,Towing and hauling,Safety features,Packages,Exterior options,Interior options,Mechanical options,Domestic / imported,Country of origin,Car classification,Platform code / generation number
100003666,BMW,3 Series,2002,325xi AWD 4dr Sedan (2.5L 6cyl 5M),325xi - Sedan,(2.5L 6-cyl. AWD 5-speed Manual),28850,"Electric Red(169,36,39);Jet Black(0,0,0);Oxford Green Metallic(66,98,87);Orient Blue Metallic(30,94,130);Gray Green Metallic(170,183,174);Black Sapphire Metallic(0,0,0);Topaz Blue Metallic(58,85,115);Titanium Silver Metallic(192,192,192);Steel Gray Metallic(60,60,65);Alpine White(255,255,255);Steel Blue Metallic(75,78,92);","Black(0,0,0);Sand(191,147,98);Natural Brown(128,102,79);Gray(134,143,142);",,Sedan,176,68.5,56.5,107.3,3461,,,,I6,2.5,184,6000,175,3500,24,Variable,Double overhead cam (DOHC),all wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/25 mpg,282.2/415.0 mi.,38.4,,41.4,54.4,37.5,,34.6,54.2,57.9,58.3,,,,35.8,,,,,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, Bucket front seats; Vinyl ;,Split-folding rear seatback;, 4 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;, Tachometer ;, Cruise control ; Front cupholders; Front door pockets; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;Audio and cruise controls on steering wheel;, Front and rear reading lights ; Interior air filtration ; Leather steering wheel; Trunk light ;Cargo floor mats;Climate control;Dual illuminating vanity mirrors;,, 10 total speakers; Diversity antenna; Radio data system ;AM/FM CD-controller stereo;,, Rear defogger ;Variable intermittent wipers;,,, Alloy wheels; Fullsize matching spare tire;16 x 7.0 in. wheels;205/55R H tires;All season tires;Alloy spare wheel;,,, 2 front headrests; 2 rear headrests; Child seat anchors ; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front head airbags; Front seatbelt pretensioners; Post-collision safety system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;Rear door child safety locks ;,,,,,Imported,Germany,Compact car,E46
100003671,BMW,3 Series,2002,330xi AWD 4dr Sedan (3.0L 6cyl 5M),330xi - Sedan,(3.0L 6-cyl. AWD 5-speed Manual),35740,"Electric Red(169,36,39);Jet Black(0,0,0);Oxford Green Metallic(66,98,87);Orient Blue Metallic(30,94,130);Gray Green Metallic(170,183,174);Black Sapphire Metallic(0,0,0);Topaz Blue Metallic(58,85,115);Titanium Silver Metallic(192,192,192);Steel Gray Metallic(60,60,65);Alpine White(255,255,255);Steel Blue Metallic(75,78,92);","Black(0,0,0);Sand(191,147,98);Natural Brown(128,102,79);Gray(134,143,142);",,Sedan,176,68.5,56.5,107.3,3483,,,,I6,3,225,5900,214,3500,24,Variable,Double overhead cam (DOHC),all wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,18/25 mpg,298.8/415.0 mi.,38.4,,41.4,54.4,37.5,,34.6,54.2,57.9,58.3,,,,35.8,,,,,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, 6 -way power driver seat; 6 -way power passenger seat; Bucket front seats; Vinyl ;,Split-folding rear seatback;, 4 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;Reverse tilt passenger mirror provides curb view when vehicle in reverse;, Tachometer ; Trip computer ;, Cruise control ; Front cupholders; Front door pockets; Front seatback storage ; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;Audio and cruise controls on steering wheel;, Front and rear reading lights ; Interior air filtration ; Leather steering wheel; Trunk light ;Cargo floor mats;Climate control;Dual illuminating vanity mirrors;,Memorized settings for 3 drivers;, 12 total speakers; 2 subwoofer(s); Diversity antenna; Harman/kardon premium brand speakers; Harman/kardon premium brand stereo system; Radio data system ;AM/FM CD-controller stereo;,, Rear defogger ;Variable intermittent wipers;,,, Alloy wheels; Fullsize matching spare tire;17 x 7.0 in. wheels;205/50R H tires;All season tires;Alloy spare wheel;,,, 2 front headrests; 2 rear headrests; Child seat anchors ; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front head airbags; Front seatbelt pretensioners; Post-collision safety system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;Rear door child safety locks ;,,,,,Imported,Germany,Compact car,E46
100003663,BMW,3 Series,2002,325Ci Rwd 2dr Coupe (2.5L 6cyl 5M),325Ci - Coupe,(2.5L 6-cyl. 5-speed Manual),29100,"Electric Red(169,36,39);Jet Black(0,0,0);Oxford Green Metallic(66,98,87);Orient Blue Metallic(30,94,130);Gray Green Metallic(170,183,174);Black Sapphire Metallic(0,0,0);Topaz Blue Metallic(58,85,115);Titanium Silver Metallic(192,192,192);Steel Gray Metallic(60,60,65);Alpine White(255,255,255);Steel Blue Metallic(75,78,92);","Black(0,0,0);Sand(191,147,98);Natural Brown(128,102,79);Gray(134,143,142);",,Coupe,176.7,69.2,53.9,107.3,3197,,,,I6,2.5,184,6000,175,3500,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,21,18/27 mpg,298.8/448.2 mi.,37.5,,41.7,54.5,36.5,,33.2,52.7,57.9,58.4,,,,34.4,,,,,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, Bucket front seats; Vinyl ;, Folding center armrest;Split-folding rear seatback;, 4 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;, Tachometer ; Trip computer ;, Cruise control ; Front cupholders; Front door pockets; Front seatback storage ; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;Audio and cruise controls on steering wheel;, Front and rear reading lights ; Interior air filtration ; Leather steering wheel; Trunk light ;Cargo floor mats;Climate control;Dual illuminating vanity mirrors;,, 10 total speakers; Diversity antenna; Radio data system ;AM/FM CD-controller stereo;,, Rear defogger ;Speed sensitive wipers;,,, Alloy wheels; Fullsize matching spare tire;16 x 7.0 in. wheels;205/55R H tires;All season tires;Alloy spare wheel;,,, 2 front headrests; 2 rear headrests; Child seat anchors ; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front head airbags; Front seatbelt pretensioners; Post-collision safety system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;,,,,,Imported,Germany,Compact car,E46
100003669,BMW,3 Series,2002,330Ci Rwd 2dr Coupe (3.0L 6cyl 5M),330Ci - Coupe,(3.0L 6-cyl. 5-speed Manual),34990,"Electric Red(169,36,39);Jet Black(0,0,0);Oxford Green Metallic(66,98,87);Orient Blue Metallic(30,94,130);Gray Green Metallic(170,183,174);Black Sapphire Metallic(0,0,0);Topaz Blue Metallic(58,85,115);Titanium Silver Metallic(192,192,192);Steel Gray Metallic(60,60,65);Alpine White(255,255,255);Steel Blue Metallic(75,78,92);","Black(0,0,0);Sand(191,147,98);Natural Brown(128,102,79);Gray(134,143,142);",,Coupe,176.7,69.2,53.9,107.3,3285,,,,I6,3,225,5900,214,3500,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,22,18/27 mpg,298.8/448.2 mi.,37.5,,41.7,54.5,36.5,,33.2,52.7,57.9,58.4,,,,34.4,,,,,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, 6 -way power driver seat; 6 -way power passenger seat; Bucket front seats; Vinyl ;, Folding center armrest;Split-folding rear seatback;, 4 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;Reverse tilt passenger mirror provides curb view when vehicle in reverse;, Tachometer ; Trip computer ;, Cruise control ; Front cupholders; Front door pockets; Front seatback storage ; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;Audio and cruise controls on steering wheel;, Front and rear reading lights ; Interior air filtration ; Leather steering wheel; Trunk light ;Cargo floor mats;Climate control;Dual illuminating vanity mirrors;,Memorized settings for 3 drivers;, 12 total speakers; 2 subwoofer(s); Diversity antenna; Harman/kardon premium brand speakers; Harman/kardon premium brand stereo system; Radio data system ;AM/FM CD-controller stereo;,, Rear defogger ;Variable intermittent wipers;,,, Alloy wheels; Fullsize matching spare tire;17 x 7.0 in. wheels;205/50R H tires;All season tires;Alloy spare wheel;,,, 2 front headrests; 2 rear headrests; Child seat anchors ; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front head airbags; Front seatbelt pretensioners; Post-collision safety system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;,,,,,Imported,Germany,Compact car,E46
100003665,BMW,3 Series,2002,325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M),325i - Wagon,(2.5L 6-cyl. 5-speed Manual),29500,"Electric Red(169,36,39);Jet Black(0,0,0);Oxford Green Metallic(66,98,87);Orient Blue Metallic(30,94,130);Gray Green Metallic(170,183,174);Black Sapphire Metallic(0,0,0);Topaz Blue Metallic(58,85,115);Titanium Silver Metallic(192,192,192);Steel Gray Metallic(60,60,65);Alpine White(255,255,255);Steel Blue Metallic(75,78,92);","Black(0,0,0);Sand(191,147,98);Natural Brown(128,102,79);Gray(134,143,142);",,Wagon,176.3,68.5,55.5,107.3,3362,,,,I6,2.5,184,6000,175,3500,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,21,18/27 mpg,298.8/448.2 mi.,38.4,,41.4,54.4,37.7,,34.4,54.2,57.9,58.4,,,,34.4,,,27.3,57,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, Bucket front seats; Vinyl ;, Folding with storage center armrest;Split-folding rear seatback;, 4 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;, Tachometer ;, Cargo net ; Cruise control ; Front and rear cupholders; Front door pockets; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;12V cargo area power outlet(s);Audio and cruise controls on steering wheel;, Cargo area light ; Front and rear reading lights ; Interior air filtration ; Leather steering wheel;Climate control;Dual illuminating vanity mirrors;,, 10 total speakers; Diversity antenna; Radio data system ;AM/FM CD-controller stereo;,, Rear defogger ; Rear window wiper ; Roof rack ;Variable intermittent wipers;,,, Alloy wheels; Temporary spare tire;16 x 7.0 in. wheels;205/55R H tires;All season tires;Steel spare wheel;,,, 2 front headrests; 2 rear headrests; Child seat anchors ; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front head airbags; Front seatbelt pretensioners; Post-collision safety system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;Rear door child safety locks ;,,,,,Imported,Germany,Compact car,E46
100003667,BMW,3 Series,2002,325xi AWD 4dr Sport Wagon (2.5L 6cyl 5M),325xi - Wagon,(2.5L 6-cyl. AWD 5-speed Manual),31250,"Electric Red(169,36,39);Jet Black(0,0,0);Oxford Green Metallic(66,98,87);Orient Blue Metallic(30,94,130);Gray Green Metallic(170,183,174);Black Sapphire Metallic(0,0,0);Topaz Blue Metallic(58,85,115);Titanium Silver Metallic(192,192,192);Steel Gray Metallic(60,60,65);Alpine White(255,255,255);Steel Blue Metallic(75,78,92);","Black(0,0,0);Sand(191,147,98);Natural Brown(128,102,79);Gray(134,143,142);",,Wagon,176.3,68.5,56.3,107.3,3594,,,,I6,2.5,184,6000,175,3500,24,Variable,Double overhead cam (DOHC),all wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/24 mpg,282.2/398.4 mi.,38.4,,41.4,54.4,37.7,,34.4,54.2,57.9,58.3,,,,35.8,,,27.3,57,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, Bucket front seats; Vinyl ;, Folding with storage center armrest;Split-folding rear seatback;, 4 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;, Tachometer ;, Cargo net ; Cruise control ; Front and rear cupholders; Front door pockets; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;12V cargo area power outlet(s);Audio and cruise controls on steering wheel;, Cargo area light ; Front and rear reading lights ; Interior air filtration ; Leather steering wheel;Climate control;Dual illuminating vanity mirrors;,, 10 total speakers; Diversity antenna; Radio data system ;AM/FM CD-controller stereo;,, Rear defogger ; Rear window wiper ; Roof rack ;Variable intermittent wipers;,,, Alloy wheels; Temporary spare tire;16 x 7.0 in. wheels;205/55R H tires;All season tires;Steel spare wheel;,,, 2 front headrests; 2 rear headrests; Child seat anchors ; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front head airbags; Front seatbelt pretensioners; Post-collision safety system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;Rear door child safety locks ;,,,,,Imported,Germany,Compact car,E46
100003662,BMW,3 Series,2002,325Ci Rwd 2dr Convertible (2.5L 6cyl 5M),325Ci - Convertible,(2.5L 6-cyl. 5-speed Manual),36100,"Electric Red(169,36,39);Jet Black(0,0,0);Oxford Green Metallic(66,98,87);Orient Blue Metallic(30,94,130);Gray Green Metallic(170,183,174);Black Sapphire Metallic(0,0,0);Topaz Blue Metallic(58,85,115);Titanium Silver Metallic(192,192,192);Steel Gray Metallic(60,60,65);Alpine White(255,255,255);Steel Blue Metallic(75,78,92);","Black(0,0,0);Sand(191,147,98);Natural Brown(128,102,79);Gray(134,143,142);",,Convertible,176.7,69.2,54,107.3,3560,,,,I6,2.5,184,6000,175,3500,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,19,17/24 mpg,282.2/398.4 mi.,38.3,,41.7,54.5,36.9,,32,45.9,57.9,58.4,,,,34.4,,,,,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, 8 -way power driver seat; 8 -way power passenger seat; Bucket front seats; Vinyl ;,Split-folding rear seatback;, 4 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;Reverse tilt passenger mirror provides curb view when vehicle in reverse;, Tachometer ; Trip computer ;, Cruise control ; Front cupholders; Front door pockets; Power rear seat easy entry; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;Audio and cruise controls on steering wheel;, Front reading lights ; Interior air filtration ; Leather steering wheel; Trunk light ;Climate control;,Memorized settings for 3 drivers;, 10 total speakers; Diversity antenna; Radio data system ;AM/FM CD-controller stereo;,, Manual convertible roof ; Rear defogger ;Speed sensitive wipers;,,, Alloy wheels; Temporary spare tire;16 x 7.0 in. wheels;205/55R H tires;All season tires;Steel spare wheel;,,, 2 front headrests; 2 rear headrests; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front seatbelt pretensioners; Post-collision safety system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;,,,,,Imported,Germany,Compact car,E46
100003668,BMW,3 Series,2002,330Ci Rwd 2dr Convertible (3.0L 6cyl 5M),330Ci - Convertible,(3.0L 6-cyl. 5-speed Manual),42400,"Electric Red(169,36,39);Jet Black(0,0,0);Oxford Green Metallic(66,98,87);Orient Blue Metallic(30,94,130);Gray Green Metallic(170,183,174);Black Sapphire Metallic(0,0,0);Topaz Blue Metallic(58,85,115);Titanium Silver Metallic(192,192,192);Steel Gray Metallic(60,60,65);Alpine White(255,255,255);Steel Blue Metallic(75,78,92);","Black(0,0,0);Sand(191,147,98);Natural Brown(128,102,79);Gray(134,143,142);",,Convertible,176.7,69.2,54,107.3,3616,,,,I6,3,225,5900,214,3500,24,Variable,Double overhead cam (DOHC),rear wheel drive,5-speed manual,gas,premium unleaded (required),16.6,20,17/26 mpg,282.2/431.6 mi.,38.3,,41.7,54.5,36.9,,32,45.9,57.9,58.4,,,,34.4,,,,,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, 8 -way power driver seat; 8 -way power passenger seat; Bucket front seats; Leather ;, Folding center armrest;Split-folding rear seatback;, 4 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;Reverse tilt passenger mirror provides curb view when vehicle in reverse;, Tachometer ; Trip computer ;, Cruise control ; Front cupholders; Front door pockets; Power rear seat easy entry; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;Audio and cruise controls on steering wheel;, Front reading lights ; Interior air filtration ; Leather steering wheel; Leather trim on doors; Trunk light ;Climate control;,Memorized settings for 3 drivers;, 1 subwoofer(s); 11 total speakers; Diversity antenna; Harman/kardon premium brand speakers; Harman/kardon premium brand stereo system; Radio data system ;AM/FM CD-controller stereo;,, Power convertible roof ; Rear defogger ;Variable intermittent wipers;,,, Alloy wheels; Temporary spare tire;17 x 7.0 in. wheels;205/50R H tires;All season tires;Steel spare wheel;,,, 2 front headrests; 2 rear headrests; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front seatbelt pretensioners; Post-collision safety system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;,,,,,Imported,Germany,Compact car,E46
100003687,BMW,3 Series,2002,M3 2dr Coupe (3.2L 6cyl 6M),M3 - Coupe,(3.2L 6-cyl. 6-speed Manual),45900,"Alpine White(255,255,255);Topaz Blue Metallic(62,94,132);Titanium Silver Metallic(171,172,175);Carbon Black Metallic(0,0,0);Laguna Seca Blue(64,127,160);Jet Black(0,0,0);Steel Gray Metallic(60,60,65);Phoenix Yellow Metallic(200,193,89);Oxford Green Metallic(74,108,97);Imola Red(149,22,31);","Black(0,0,0);Imola Red(158,49,55);Gray(104,100,103);Cinnamon(160,78,50);",,Coupe,176.8,70.1,54,107.5,3415,,,,I6,3.2,333,7900,262,4900,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,,,0/0 mi.,37.5,,41.7,54.5,36.5,,33.2,52.7,59.4,60,,,,36.1,,84.4,9.5,,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, Leather/cloth ; Sport front seats;,Split-folding rear seatback;, 2 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;Reverse tilt passenger mirror provides curb view when vehicle in reverse;, Clock ; External temperature display ; Tachometer ; Trip computer ;, Cruise control ; Front cupholders; Front seatback storage ; Manual rear seat easy entry; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;Audio and cruise controls on steering wheel;, Electrochromatic inside rearview mirror; Front and rear reading lights ; Interior air filtration ; Leather steering wheel; Trunk light ;Cargo floor mats;Climate control;Dual illuminating vanity mirrors;,, 10 total speakers; Diversity antenna;AM/FM CD-controller stereo;,, Rear defogger ;Variable intermittent wipers;, Rear spoiler ;,, Alloy wheels; Fullsize matching spare tire;18 x 9.0 in. wheels;255/40R Z tires;Alloy spare wheel;Performance tires;,,, 2 front headrests; 2 rear headrests; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front head airbags; Front seatbelt pretensioners; High pressure washers headlamps; Post-collision safety system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;,,,,,Imported,Germany,Compact car,E46
100003686,BMW,3 Series,2002,M3 2dr Convertible (3.2L 6cyl 6M),M3 - Convertible,(3.2L 6-cyl. 6-speed Manual),53900,"Alpine White(255,255,255);Topaz Blue Metallic(62,94,132);Titanium Silver Metallic(171,172,175);Carbon Black Metallic(0,0,0);Laguna Seca Blue(64,127,160);Jet Black(0,0,0);Steel Gray Metallic(60,60,65);Phoenix Yellow Metallic(200,193,89);Oxford Green Metallic(74,108,97);Imola Red(149,22,31);","Black(0,0,0);Imola Red(158,49,55);Gray(104,100,103);Cinnamon(160,78,50);",,Convertible,176.8,70.1,53.7,107.5,3781,,,,I6,3.2,333,7900,262,4900,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual,gas,premium unleaded (required),16.6,,,0/0 mi.,38.4,,41.7,54.5,36.9,,32,45.9,59.4,60,,,,36.1,,80,,,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,3 yr./ 36000 mi.,,, 8 -way power driver seat; 8 -way power passenger seat; Leather ; Sport front seats;,, 4 one-touch power windows; Remote keyless power door locks ;Heated mirrors;Power mirrors;Reverse tilt passenger mirror provides curb view when vehicle in reverse;, Clock ; External temperature display ; Tachometer ; Trip computer ;, Cruise control ; Front cupholders; Front seatback storage ; Manual rear seat easy entry; Remote trunk release ; Speed-proportional power steering ; Tilt and telescopic steering wheel;Audio and cruise controls on steering wheel;, Electrochromatic inside rearview mirror; Front reading lights ; Interior air filtration ; Leather steering wheel; Trunk light ;Climate control;Dual illuminating vanity mirrors;,Memorized settings for 3 drivers;, 10 total speakers; Diversity antenna;AM/FM CD-controller stereo;,, Power convertible roof ; Rear defogger ;Variable intermittent wipers;,,, Alloy wheels; Fullsize matching spare tire;18 x 9.0 in. wheels;255/40R Z tires;Alloy spare wheel;Performance tires;,,, 2 front headrests; 2 rear headrests; Daytime running lights ; Dual front side-mounted airbags; Electronic brakeforce distribution ; Engine immobilizer ; Front fog/driving lights ; Front seatbelt pretensioners; High pressure washers headlamps; Post-collision safety system ; Remote anti-theft alarm system ; Stability control ; Traction control ;4-wheel ABS;Emergency braking assist ;Front and rear ventilated disc brakes;,,,,,Imported,Germany,Compact car,E46
100530523,BMW,3 Series,2006,325i 4dr Sedan (3.0L 6cyl 6M),325i - Sedan,(3.0L 6-cyl. 6-speed Manual),30900,"Monaco Blue Metallic(79,86,116);Titanium Silver Metallic(192,192,192);Barrique Red Metallic(107,76,82);Black Sapphire Metallic(0,0,0);Deep Green Metallic(69,107,84);Mystic Blue Metallic(22,74,105);Sonora Metallic(175,166,133);Alpine White(255,255,255);Electric Red(169,36,39);Jet Black(0,0,0);Sparkling Graphite Metallic(98,99,101);Arctic Metallic(214,226,222);","Gray, leather(166,167,171);Beige, leather(210,196,170);Terra, leather(123,103,96);Black, leather(0,0,0);Beige, leatherette(210,196,170);Black, leatherette(0,0,0);",,Sedan,178.2,71.5,55.9,108.7,3285,,,,I6,3,215,6250,185,2750,24,Variable,Double overhead cam (DOHC),rear wheel drive,6-speed manual,gas,premium unleaded (required),15.9,21,18/28 mpg,286.2/445.2 mi.,37.4,,41.5,55.4,37.1,,34.6,55.1,59.1,59.6,,,,36.1,0.3,93,12,12,4 yr./ 50000 mi.,4 yr./ 50000 mi.,4 yr./ 50000 mi.,,4 yr./ 50000 mi.,,, 6 -way manual driver seat adjustments; 6 -way manual passenger seat adjustment; Bucket front seats; Height adjustable driver seat; Leatherette ;, Folding center armrest; Rear ventilation ducts ;, 4 one-touch power windows; Remote keyless power door locks ; Remote window operation ;Heated mirrors;Power mirrors;, Clock ; External temperature display ; Low fuel level warning; Tachometer ; Trip computer ;, Cruise control ; Front and rear cupholders; Front door pockets; Front seatback storage ; Remote trunk release ; Retained accessory power ; Speed-proportional power steering ; Tilt and telescopic steering wheel;Audio controls on steering wheel;, Alloy trim on shift knob; Beverage cooler ; Extended cabin heating ; Front and rear reading lights ; Interior air filtration ; Leather steering wheel; Wood trim on center console; Wood trim on dash; Wood trim on doors;Climate control;Dual illuminating vanity mirrors;Rear and cargo floor mats;,Memorized settings includes audio system ;Memorized settings includes climate control ;, 10 total speakers; 2 subwoofer(s); Auxiliary audio input ; Diversity antenna; Radio data system ;AM/FM CD-controller stereo;,, One-touch power sunroof ; Power glass sunroof; Rear defogger ; Remote sunroof operation ;Speed sensitive and rain sensing wipers;,,, Alloy wheels;16 x 7.0 in. wheels;205/55R H tires;Run flat tires;,, Cargo tie downs ;, 2 front headrests; 3 rear headrests; Auto delay off headlamps; Child seat anchors ; Daytime running lights ; Dual front side-mounted airbags; Dusk sensing headlamps; Electronic brakeforce distribution ; Engine immobilizer ; Front and rear head airbags; Front and rear seatbelt pretensioners; Front fog/driving lights ; Stability control ; Tire pressure monitoring ; Traction control ;4-wheel ABS;Emergency braking assist ;Emergency interior trunk release ;Front and rear ventilated disc brakes;Passenger airbag occupant sensing deactivation ;Rear center 3-point belt ;Rear door child safety locks ;Rear height adjustable headrests ;,,,,,Imported,Germany,Compact car,"E90, E91, E92, E93"
